id,lang,split,tweet,soft_label,hard_label
100011,es,TRAIN_ES,"@Lorebrou16 @arrobaDonko Mierda, me siento vieja cuando decís Gamergate, que bardo .__.XD","{'NO': 1.0, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
100012,es,TRAIN_ES,"@Recuenco @qlopdopis Bannon tiene también historia.Aquí hablan de él, buen podcast, #16 - los ganadores de Gamergate https://t.co/nnfOHYhbrw","{'NO': 1.0, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
100013,es,TRAIN_ES,"Me perdí la charada sicotica del #Gamergate (bueno, no tanto, gracias a @FeelAndCoffee 😊), pero no me perderé ésta. https://t.co/Lrro0HNR4z","{'NO': 1.0, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
100014,es,TRAIN_ES,"«Hasta ese momento la izquierda, mucho más politizada, por su carácter absolutizador, y mejor organizada, tenía el monopolio del control en las redes»🖊️ Alejandro Cuevashttps://t.co/DbozWF17Nj","{'NO': 0.833333333333333, 'IDEOLOGICAL-INEQUALITY': 0.16666666666666602, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
100015,es,TRAIN_ES,"¿Y por qué digo que son dogwhistles? Porque esto ya lo hemos vivido una y otra y otra vez en los cómics... Pasó con #ComicsGate en 2017, un hijo bastardo de #GamerGate, el origen oscuro de todos estos niños ratas berrinchudos. Y pues ya chole, ¿no?https://t.co/bZGE6PLiR6","{'NO': 0.833333333333333, 'SEXUAL-VIOLENCE': 0.16666666666666602, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
100016,es,TRAIN_ES,"@razrainy cuando te toque experimentar algo similar al GamerGate, veremos si mantienes la misma postura de hoy, juas juas juas https://t.co/tvqOr5eeq5","{'NO': 0.6666666666666661, 'STEREOTYPING-DOMINANCE': 0.33333333333333304, 'OBJECTIFICATION': 0.16666666666666602, 'IDEOLOGICAL-INEQUALITY': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0}",['NO']
100017,es,TRAIN_ES,La que se levanto sin miedo al exito fue la rata Nro 1 de Rust.... @Geitta_https://t.co/EzXndDepQE#Rust #gamergirls #GAMERGATE https://t.co/dxuolLmtu3,"{'NO': 0.833333333333333, 'OBJECTIFICATION': 0.16666666666666602, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0}",['NO']
100018,es,TRAIN_ES,"@darkthanos gamergate causo esto, gamergate causo esto otro, gamergate mato a esta persona, gamergate gamergate gamergate. Putoooos reporteros de mieerdaaa","{'NO': 0.833333333333333, 'IDEOLOGICAL-INEQUALITY': 0.16666666666666602, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.16666666666666602, 'STEREOTYPING-DOMINANCE': 0.0, 'SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
100019,es,TRAIN_ES,@BrunoLouviers en 2014 empezó gamergate así que igual mejor no,"{'NO': 1.0, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
100020,es,TRAIN_ES,Los mejores 100 #videojuegos de la #Historia 😀😀😀😀 #gamers #GamerGate https://t.co/r6KoQwNiwh,"{'NO': 1.0, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
100021,es,TRAIN_ES,The gays despues de escuchar babylon house labs cuando they HARASSED GAGA pa que lo saque https://t.co/2GrTPQXsiZ,"{'NO': 0.6666666666666661, 'IDEOLOGICAL-INEQUALITY': 0.16666666666666602, 'STEREOTYPING-DOMINANCE': 0.16666666666666602, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
100022,es,TRAIN_ES,@RayAshla @TheNifel ¿Te refieres a algo así?https://t.co/5crHYgxA0g,"{'NO': 1.0, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
100023,es,TRAIN_ES,@touronja lol yo me metí en un lío con esa comunidad de cosplay porque alguien vio sin contexto mi story defendiendo una pana who has being harassed y yo diciendo que el bully se copió de sus cosplays y fue ella a fb a ridiculizarme porque “los cosplays no se pueden copiar”,"{'NO': 0.6666666666666661, 'OBJECTIFICATION': 0.16666666666666602, 'STEREOTYPING-DOMINANCE': 0.16666666666666602, 'IDEOLOGICAL-INEQUALITY': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0}",['NO']
100024,es,TRAIN_ES,"Hay hembras de colibrí de cuello blanco (Florisuga mellivora) que adoptan una coloración similar al plumaje de los machos para evitar a los machos más agresivos. De esta forma, escapan de sus intentos de seducción y tienen más tiempo para alimentarse.https://t.co/MxbN4RyUMP","{'NO': 1.0, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
100025,es,TRAIN_ES,"@myglookhere las mujeres no deberíamos vivir con miedo, tienen todo mí apoyo las army de Bangladesh WE STAND WITH BANGLADESH ARMYS AND ALL YOUNG WOMEN BEING HARASSED EVERYDAY. #EndViolence","{'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.5, 'NO': 0.5, 'SEXUAL-VIOLENCE': 0.16666666666666602, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'OBJECTIFICATION': 0.0}",
100026,es,TRAIN_ES,"Ya son las 00:00 en arabia, por favor difundan para que todas las chicas sean encontradas, mientras más tarde puede ser más peligroso.   if you are missing or you are being harassed enter this space#الكونسرت_الحزينhttps://t.co/E5JXXiFQqy","{'NO': 0.5, 'OBJECTIFICATION': 0.16666666666666602, 'STEREOTYPING-DOMINANCE': 0.33333333333333304, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.16666666666666602, 'SEXUAL-VIOLENCE': 0.16666666666666602, 'IDEOLOGICAL-INEQUALITY': 0.0}",
100027,es,TRAIN_ES,"Y’all really harassed this person por algo tan inofensivo lmao, a la verdad que no tienen empatía https://t.co/71oH3vI0nu","{'NO': 0.833333333333333, 'SEXUAL-VIOLENCE': 0.16666666666666602, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
100028,es,TRAIN_ES,"@ShahidForChange @TeamPelosi Quiet, sexist ^%$#.https://t.co/6GqlfIKeE3","{'STEREOTYPING-DOMINANCE': 0.33333333333333304, 'NO': 0.33333333333333304, 'IDEOLOGICAL-INEQUALITY': 0.16666666666666602, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.16666666666666602, 'SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['STEREOTYPING-DOMINANCE']
100029,es,TRAIN_ES,Fuentes: 👇🏻👨🏽‍💻https://t.co/iLQIKX2hne https://t.co/YpGSK9HrQT ¡Fin del Hilo!Conoce más sobre tu derecho a creer en:  https://t.co/7wPIekT5d2,"{'NO': 1.0, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
100030,es,TRAIN_ES,"@Quora Is a great example of this, they don't care if I have being supplanted, harassed or else, even with evidence the problem was me. Por supuesto en Quora español. Hay 1 tipo con cientos de cuentas ofensivas y sigue ahí. Y el clonador de cuentas... https://t.co/cRNZ0VNnUn https://t.co/oQnHzyOrsN","{'STEREOTYPING-DOMINANCE': 0.16666666666666602, 'OBJECTIFICATION': 0.33333333333333304, 'SEXUAL-VIOLENCE': 0.33333333333333304, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.16666666666666602, 'NO': 0.5, 'IDEOLOGICAL-INEQUALITY': 0.0}",
100031,es,TRAIN_ES,this artist is only 20. that is so young to be harassed like this. no les dan vergüenza hablar tan mal de alguien tan joven? regardless of what the original convo was about la anti negritud de mestizos y blancos en la diáspora y en latinoamérica es algo asqueroso.,"{'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.16666666666666602, 'NO': 0.6666666666666661, 'IDEOLOGICAL-INEQUALITY': 0.16666666666666602, 'STEREOTYPING-DOMINANCE': 0.0, 'SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
100032,es,TRAIN_ES,"@Lolailo11484296 @ArantzaFernndez @JliaArnau1 @PabloEchenique Ay, se me olvidaban las pruebas, por aquello de no hablar sobre invenciones como tú. https://t.co/hY0UqdGbsrhttps://t.co/u1DDP6x0dn https://t.co/Pz0CVbKQcAHasta otra.","{'NO': 0.833333333333333, 'STEREOTYPING-DOMINANCE': 0.16666666666666602, 'IDEOLOGICAL-INEQUALITY': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
100033,es,TRAIN_ES,"She harassed the Senator, así que váyanse a mamar. https://t.co/XFHzXpPzQx","{'NO': 0.6666666666666661, 'OBJECTIFICATION': 0.16666666666666602, 'IDEOLOGICAL-INEQUALITY': 0.16666666666666602, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0}",['NO']
100034,es,TRAIN_ES,"#EEUU Documentos desclasificados revelan que misteriosos drones -en julio de 2019- ""acosaron"" a buques de guerra yanquis en las costas de California. #FOIA #MysteriousDrones #Harassed #US #Navy #Warships #OffCalifornia https://t.co/VsPJCyOldN","{'NO': 0.833333333333333, 'STEREOTYPING-DOMINANCE': 0.16666666666666602, 'OBJECTIFICATION': 0.16666666666666602, 'IDEOLOGICAL-INEQUALITY': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0}",['NO']
100035,es,TRAIN_ES,"Devastador, pero con crítica constructiva:  Chris Cuomo Sexually Harassed Me. I Hope He’ll Use His Power to Make Change. https://t.co/R3qNK1VkbB","{'NO': 0.833333333333333, 'OBJECTIFICATION': 0.16666666666666602, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0}",['NO']
100036,es,TRAIN_ES,@Harassed_girl loca d mierda en k momento,"{'STEREOTYPING-DOMINANCE': 0.33333333333333304, 'SEXUAL-VIOLENCE': 0.16666666666666602, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.5, 'OBJECTIFICATION': 0.16666666666666602, 'NO': 0.16666666666666602, 'IDEOLOGICAL-INEQUALITY': 0.0}","['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100037,es,TRAIN_ES,"@GeoLRB @DayalaEC @mirrorgene El chico Sandman, d escuela católica que viajó a Washington con un grupo de compañeros y fueron harassed y atacados x Black Israelites(secta) y un nativo americano,, y que CNN etc. Dijeron que fie al revés, causando expulsiones, amenazas de muerte etc. Aprox 100 millones ganó","{'NO': 1.0, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
100038,es,TRAIN_ES,@spacland encima siempre a la misma pobre tisi she’s being harassed,"{'STEREOTYPING-DOMINANCE': 0.33333333333333304, 'OBJECTIFICATION': 0.16666666666666602, 'SEXUAL-VIOLENCE': 0.16666666666666602, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.5, 'NO': 0.16666666666666602, 'IDEOLOGICAL-INEQUALITY': 0.0}","['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100039,es,TRAIN_ES,"@leguerrer2 esa era de twilight fue muy rara, todos los actores were getting harassed pero con Taylor es especialmente wild porque he was a minor","{'NO': 0.5, 'IDEOLOGICAL-INEQUALITY': 0.16666666666666602, 'SEXUAL-VIOLENCE': 0.33333333333333304, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",
100040,es,TRAIN_ES,cuando pretendieron defender la libertad de expresión de académicos quejándose de que de alguna manera la gente trans los estaba silenciando 💀💀💀💀https://t.co/K7W5EDm4jR,"{'NO': 0.6666666666666661, 'OBJECTIFICATION': 0.16666666666666602, 'STEREOTYPING-DOMINANCE': 0.16666666666666602, 'IDEOLOGICAL-INEQUALITY': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0}",['NO']
100041,es,TRAIN_ES,⚖️ Piden más de tres años de cárcel para el vecino de Torrevieja acusado de colgar el DNI de la víctima de la Manada en un foro #LaManadahttps://t.co/58k5jp4f1I,"{'NO': 0.833333333333333, 'SEXUAL-VIOLENCE': 0.16666666666666602, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.16666666666666602, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
100042,es,TRAIN_ES,"@DavidSpringMan @Tuices @JessicaFillol Pues mira no, son hombres, cada uno con su familia, amistades y haciendo vida normal. Igual que los de LaManada, y los que asesinan a diario a sus parejas. Por eso deberíamos preguntarnos qué coño está pasando con los hombres para q actúen así, y qué clase de sociedad queremos.","{'NO': 0.33333333333333304, 'IDEOLOGICAL-INEQUALITY': 0.33333333333333304, 'SEXUAL-VIOLENCE': 0.33333333333333304, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.33333333333333304, 'STEREOTYPING-DOMINANCE': 0.16666666666666602, 'OBJECTIFICATION': 0.0}","['IDEOLOGICAL-INEQUALITY', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100043,es,TRAIN_ES,Algo así hizo #LaManada a algunas chicas hasta que acabaron entre rejas...#MentirasEstreno,"{'NO': 0.5, 'STEREOTYPING-DOMINANCE': 0.16666666666666602, 'IDEOLOGICAL-INEQUALITY': 0.16666666666666602, 'SEXUAL-VIOLENCE': 0.33333333333333304, 'OBJECTIFICATION': 0.16666666666666602, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.16666666666666602}",
100044,es,TRAIN_ES,"@jmrane #Lamanada (agresión sexual en Navarra)  tienen DNI muy español?  Había hasta un agente (expulsado por sus delitos) de guardia civil,  el cátedro @fjconpe es el ejemplo de la derecha-caverna, ""nosotros"", ""ser español"", síndrome Marujita Díaz.","{'NO': 0.16666666666666602, 'SEXUAL-VIOLENCE': 0.5, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.33333333333333304, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'OBJECTIFICATION': 0.0}","['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100045,es,TRAIN_ES,"Sentencia mínima para La Manada, pero bienvenida sea. ¿Y qué sanción para el Dr Paul Muñoz cuya defensa fue que ""a la chica le gusta la vida social""? ¿Por qué tras más de un año no se pronuncia el Colegio de Abogados de Lima? @CAL_Abogados #AMiMeGustaLaVidaSocial #LaManada https://t.co/Vu2A2sVsGo","{'NO': 0.5, 'IDEOLOGICAL-INEQUALITY': 0.33333333333333304, 'OBJECTIFICATION': 0.33333333333333304, 'SEXUAL-VIOLENCE': 0.33333333333333304, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.16666666666666602, 'STEREOTYPING-DOMINANCE': 0.0}",
100046,es,TRAIN_ES,Este viernes 22  #DosLinternas @remociones2016#jauria #LaManada @TeatroPicadero @smwpress#Teatro Entrevista completa a @vanesangonzalez https://t.co/7fUCfIRhYt,"{'NO': 1.0, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
100047,es,TRAIN_ES,"Caso #LaManada: Heredia es la abogada de la víctima 📞 “mal llamado así: fue una violación grupal y no por animales sin raciocinio”, expresa. “Va a juicio oral… agarré el caso luego de que personas quedaron fuera del proceso (tras aquel episodio del ‘desahogo sexual’)”, cuenta https://t.co/wpEEPnfKHE","{'SEXUAL-VIOLENCE': 0.6666666666666661, 'NO': 0.33333333333333304, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['SEXUAL-VIOLENCE']
100048,es,TRAIN_ES,"Alejandro Saavedra, violador parte de #laManada en SCZ finalmente sentenciado a 20 años #SeVaACaer","{'NO': 0.33333333333333304, 'SEXUAL-VIOLENCE': 0.5, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.16666666666666602, 'OBJECTIFICATION': 0.16666666666666602, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0}",['SEXUAL-VIOLENCE']
100049,es,TRAIN_ES,@Gueisha3 @HRodriguezCuan Los políticos acostumbran a hablarle al pueblo como si fueran una manada de estúpidos pero lamanada no hacemos nada por contradecirlos.,"{'NO': 1.0, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
100050,es,TRAIN_ES,"Comparto algunas columnas anteriores que reflexionan sobre el tema de la #violación grupal y las reacciones de la sociedad y todo esto. Esta de 2018 sobre el caso de ""#lamanada"", con reflexiones sobre ""el baño de #santateresa""  https://t.co/EMwJ5LNTxN","{'NO': 0.833333333333333, 'SEXUAL-VIOLENCE': 0.16666666666666602, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
100051,es,TRAIN_ES,"Confirman que la madre del violador de #LaManada, Eliane Saavedra Daza, recibía plata del gobierno municipal de gestión de la ex alcaldesa @AngelicaSosaSCZ, “sin trabajar”. #2000ItemsFantasmas#UnMilContratosFantasmas https://t.co/XY8aNwRA41","{'SEXUAL-VIOLENCE': 0.16666666666666602, 'STEREOTYPING-DOMINANCE': 0.16666666666666602, 'OBJECTIFICATION': 0.16666666666666602, 'NO': 0.6666666666666661, 'IDEOLOGICAL-INEQUALITY': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0}",['NO']
100052,es,TRAIN_ES,"@xaviermartinezg Quin descontrol! Desde lo de lamanada, es un no parar de violencia","{'NO': 0.833333333333333, 'SEXUAL-VIOLENCE': 0.16666666666666602, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
100053,es,TRAIN_ES,“La manada” 🐼🦁🦊..Mis bebés 🤍#lamanada #dogsofinstagram #doglover #siberianhusky #shetlandsheepdog #husky #sheltie #huskysiberiano #pastordeshetland en Metepec https://t.co/NQnxdMvxUM,"{'NO': 1.0, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
100054,es,TRAIN_ES,@VanessaRosales_ Por eso amé #LaManada de @DelMarR_V. No dejo de pensar en esa novela.,"{'NO': 1.0, 'IDEOLOGICAL-INEQUALITY': 0.0, 'STEREOTYPING-DOMINANCE': 0.0, 'MISOGYNY-NON-SEXUAL-VIOLENCE': 0.0, 'SEXUAL-VIOLENCE': 0.0, 'OBJECTIFICATION': 0.0}",['NO']
